ko,en,cn,jp,vi,description
신발,Shoes,,,,ui&etc
망토,Cloak,,,,ui&etc
목걸이,Necklace,,,,ui&etc
벨트,Belt,,,,ui&etc
귀걸이,Earrings,,,,ui&etc
귀걸이,Earrings,,,,ui&etc
반지,Ring,,,,ui&etc
반지,Ring,,,,ui&etc
완장,Armband,,,,ui&etc
팔찌,Bracelet,,,,ui&etc
수정,Crystal,,,,ui&etc
조각품,Totem,,,,ui&etc
훈장,Badge,,,,ui&etc
골드,Gold,,,,ui&etc
레드젬,Red Gems,,,,ui&etc
마일리지,Mileage,,,,ui&etc
길드 주화,guild Coin,,,,ui&etc
마력핵,Magic Essence,,,,ui&etc
바트라 마안,Batra Maan,,,,ui&etc
사냥의 증표,Hunt Token,,,,ui&etc
붉은파도 주화,Red Wave Coin,,,,ui&etc
파란새우 주화,Blue Shimp Coin,,,,ui&etc
노란고래 주화,Yellow Whale Coin,,,,ui&etc
검은문어 주화,Black Octopus Coin,,,,ui&etc
펭긴트의 증표,Pengint Token,,,,ui&etc
맹약의 증표,Alliance Token,,,,ui&etc
혼탁한 격노의 바쿤 마석Ⅰ,Baktar Depraved Fury Demon Stone I,,,,demon(devil)stone
잠식된 격노의 바쿤 마석Ⅰ,Baktar Encroaching Fury Demon Stone I,,,,demon(devil)stone
혼탁한 격노의 바쿤 마석Ⅱ,Baktar Depraved Fury Demon Stone II,,,,demon(devil)stone
잠식된 격노의 바쿤 마석Ⅱ,Baktar Encroaching Fury Demon Stone II,,,,demon(devil)stone
타락한 격노의 바쿤 마석Ⅰ,Baktar Corrupt Fury Demon Stone I,,,,demon(devil)stone
혼탁한 절규의 바쿤 마석Ⅰ,Baktar Depraved Torment Demon Stone I,,,,demon(devil)stone
잠식된 절규의 바쿤 마석Ⅰ,Baktar Encroaching Torment Demon Stone I,,,,demon(devil)stone
혼탁한 절규의 바쿤 마석Ⅱ,Baktar Depraved Torment Demon Stone II,,,,demon(devil)stone
잠식된 절규의 바쿤 마석Ⅱ,Baktar Encroaching Torment Demon Stone II,,,,demon(devil)stone
타락한 절규의 바쿤 마석Ⅰ,Baktar Corrupt Torment Demon Stone I,,,,demon(devil)stone
혼탁한 비탄의 바쿤 마석Ⅰ,Baktar Depraved Anguish Demon Stone I,,,,demon(devil)stone
잠식된 비탄의 바쿤 마석Ⅰ,Baktar Encroaching Anguish Demon Stone I,,,,demon(devil)stone
혼탁한 비탄의 바쿤 마석Ⅱ,Baktar Depraved Anguish Demon Stone II,,,,demon(devil)stone
잠식된 비탄의 바쿤 마석Ⅱ,Baktar Encroaching Anguish Demon Stone II,,,,demon(devil)stone
타락한 비탄의 바쿤 마석Ⅰ,Baktar Corrupt Anguish Demon Stone I,,,,demon(devil)stone
혼탁한 공허의 바쿤 마석Ⅰ,Baktar Depraved Futility Demon Stone I,,,,demon(devil)stone
잠식된 공허의 바쿤 마석Ⅰ,Baktar Encroaching Futility Demon Stone I,,,,demon(devil)stone
혼탁한 공허의 바쿤 마석Ⅱ,Baktar Depraved Futility Demon Stone II,,,,demon(devil)stone
잠식된 공허의 바쿤 마석Ⅱ,Baktar Encroaching Futility Demon Stone II,,,,demon(devil)stone
타락한 공허의 바쿤 마석Ⅰ,Baktar Corrupt Futility Demon Stone I,,,,demon(devil)stone
혼탁한 격노의 디눅스 마석Ⅰ,Dinuks Depraved Fury Demon Stone I,,,,demon(devil)stone
잠식된 격노의 디눅스 마석Ⅰ,Dinuks Encroaching Fury Demon Stone I,,,,demon(devil)stone
혼탁한 격노의 디눅스 마석Ⅱ,Dinuks Depraved Fury Demon Stone II,,,,demon(devil)stone
잠식된 격노의 디눅스 마석Ⅱ,Dinuks Encroaching Fury Demon Stone II,,,,demon(devil)stone
타락한 격노의 디눅스 마석Ⅰ,Dinuks Corrupt Fury Demon Stone I,,,,demon(devil)stone
혼탁한 절규의 디눅스 마석Ⅰ,Dinuks Depraved Torment Demon Stone I,,,,demon(devil)stone
잠식된 절규의 디눅스 마석Ⅰ,Dinuks Encroaching Torment Demon Stone I,,,,demon(devil)stone
혼탁한 절규의 디눅스 마석Ⅱ,Dinuks Depraved Torment Demon Stone II,,,,demon(devil)stone
잠식된 절규의 디눅스 마석Ⅱ,Dinuks Encroaching Torment Demon Stone II,,,,demon(devil)stone
타락한 절규의 디눅스 마석Ⅰ,Dinuks Corrupt Torment Demon Stone I,,,,demon(devil)stone
혼탁한 비탄의 디눅스 마석Ⅰ,Dinuks Depraved Anguish Demon Stone I,,,,demon(devil)stone
잠식된 비탄의 디눅스 마석Ⅰ,Dinuks Encroaching Anguish Demon Stone I,,,,demon(devil)stone
혼탁한 비탄의 디눅스 마석Ⅱ,Dinuks Depraved Anguish Demon Stone II,,,,demon(devil)stone
잠식된 비탄의 디눅스 마석Ⅱ,Dinuks Encroaching Anguish Demon Stone II,,,,demon(devil)stone
타락한 비탄의 디눅스 마석Ⅰ,Dinuks Corrupt Anguish Demon Stone I,,,,demon(devil)stone
혼탁한 공허의 디눅스 마석Ⅰ,Dinuks Depraved Futility Demon Stone I,,,,demon(devil)stone
잠식된 공허의 디눅스 마석Ⅰ,Dinuks Encroaching Futility Demon Stone I,,,,demon(devil)stone
혼탁한 공허의 디눅스 마석Ⅱ,Dinuks Depraved Futility Demon Stone II,,,,demon(devil)stone
잠식된 공허의 디눅스 마석Ⅱ,Dinuks Encroaching Futility Demon Stone II,,,,demon(devil)stone
타락한 공허의 디눅스 마석Ⅰ,Dinuks Corrupt Futility Demon Stone I,,,,demon(devil)stone
빛나는 바쿤의 첫번째 뿔,Shining Baktar's 1st Horn,,,,demon(devil)stone
빛나는 바쿤의 첫번째 뿔,Shining Baktar's 1st Horn,,,,demon(devil)stone
빛나는 바쿤의 첫번째 뿔,Shining Baktar's 1st Horn,,,,demon(devil)stone
빛나는 바쿤의 첫번째 뿔,Shining Baktar's 1st Horn,,,,demon(devil)stone
빛나는 디눅스의 첫번째 갑옷 조각,Shining Dinuks' 1st Armor Piece,,,,demon(devil)stone
빛나는 디눅스의 첫번째 갑옷 조각,Shining Dinuks' 1st Armor Piece,,,,demon(devil)stone
빛나는 디눅스의 첫번째 갑옷 조각,Shining Dinuks' 1st Armor Piece,,,,demon(devil)stone
빛나는 디눅스의 첫번째 갑옷 조각,Shining Dinuks' 1st Armor Piece,,,,demon(devil)stone
혼탁한 격노의 루스칼 마석Ⅰ,Ruskal Depraved Fury Demon Stone I,,,,demon(devil)stone
잠식된 격노의 루스칼 마석Ⅰ,Ruskal Encroaching Fury Demon Stone I,,,,demon(devil)stone
혼탁한 격노의 루스칼 마석Ⅱ,Ruskal Depraved Fury Demon Stone II,,,,demon(devil)stone
잠식된 격노의 루스칼 마석Ⅱ,Ruskal Encroaching Fury Demon Stone II,,,,demon(devil)stone
타락한 격노의 루스칼 마석Ⅰ,Ruskal Corrupt Fury Demon Stone I,,,,demon(devil)stone
혼탁한 절규의 루스칼 마석Ⅰ,Ruskal Depraved Torment Demon Stone I,,,,demon(devil)stone
잠식된 절규의 루스칼 마석Ⅰ,Ruskal Encroaching Torment Demon Stone I,,,,demon(devil)stone
혼탁한 절규의 루스칼 마석Ⅱ,Ruskal Depraved Torment Demon Stone II,,,,demon(devil)stone
잠식된 절규의 루스칼 마석Ⅱ,Ruskal Encroaching Torment Demon Stone II,,,,demon(devil)stone
타락한 절규의 루스칼 마석Ⅰ,Ruskal Corrupt Torment Demon Stone I,,,,demon(devil)stone
혼탁한 비탄의 루스칼 마석Ⅰ,Ruskal Depraved Anguish Demon Stone I,,,,demon(devil)stone
잠식된 비탄의 루스칼 마석Ⅰ,Ruskal Encroaching Anguish Demon Stone I,,,,demon(devil)stone
혼탁한 비탄의 루스칼 마석Ⅱ,Ruskal Depraved Anguish Demon Stone II,,,,demon(devil)stone
잠식된 비탄의 루스칼 마석Ⅱ,Ruskal Encroaching Anguish Demon Stone II,,,,demon(devil)stone
타락한 비탄의 루스칼 마석Ⅰ,Ruskal Corrupt Anguish Demon Stone I,,,,demon(devil)stone
혼탁한 공허의 루스칼 마석Ⅰ,Ruskal Depraved Futility Demon Stone I,,,,demon(devil)stone
잠식된 공허의 루스칼 마석Ⅰ,Ruskal Encroaching Futility Demon Stone I,,,,demon(devil)stone
혼탁한 공허의 루스칼 마석Ⅱ,Ruskal Depraved Futility Demon Stone II,,,,demon(devil)stone
잠식된 공허의 루스칼 마석Ⅱ,Ruskal Encroaching Futility Demon Stone II,,,,demon(devil)stone
타락한 공허의 루스칼 마석Ⅰ,Ruskal Corrupt Futility Demon Stone I,,,,demon(devil)stone
잔혹한 격노의 바쿤 마석,Baktar Ruthless Fury Demon Stone,,,,demon(devil)stone
잔혹한 절규의 바쿤 마석,Baktar Ruthless Torment Demon Stone,,,,demon(devil)stone
잔혹한 비탄의 바쿤 마석,Baktar Ruthless Anguish Demon Stone,,,,demon(devil)stone
잔혹한 공허의 바쿤 마석,Baktar Ruthless Futility Demon Stone,,,,demon(devil)stone
잔혹한 격노의 디눅스 마석,Dinuks Ruthless Fury Demon Stone,,,,demon(devil)stone
잔혹한 절규의 디눅스 마석,Dinuks Ruthless Torment Demon Stone,,,,demon(devil)stone
잔혹한 비탄의 디눅스 마석,Dinuks Ruthless Anguish Demon Stone,,,,demon(devil)stone
잔혹한 공허의 디눅스 마석,Dinuks Ruthless Futility Demon Stone,,,,demon(devil)stone
잔혹한 격노의 루스칼 마석,Ruskal Ruthless Fury Demon Stone,,,,demon(devil)stone
잔혹한 절규의 루스칼 마석,Ruskal Ruthless Torment Demon Stone,,,,demon(devil)stone
잔혹한 비탄의 루스칼 마석,Ruskal Ruthless Anguish Demon Stone,,,,demon(devil)stone
잔혹한 공허의 루스칼 마석,Ruskal Ruthless Futility Demon Stone,,,,demon(devil)stone
잔혹한 격노의 브로카이스 마석,Brokut Ruthless Fury Demon Stone,,,,demon(devil)stone
잔혹한 절규의 브로카이스 마석,Brokut Ruthless Torment Demon Stone,,,,demon(devil)stone
잔혹한 비탄의 브로카이스 마석,Brokut Ruthless Anguish Demon Stone,,,,demon(devil)stone
잔혹한 공허의 브로카이스 마석,Brokut Ruthless Futility Demon Stone,,,,demon(devil)stone
잔혹한 격노의 아르투만 마석,Artuman Ruthless Fury Demon Stone,,,,demon(devil)stone
잔혹한 절규의 아르투만 마석,Artuman Ruthless Torment Demon Stone,,,,demon(devil)stone
잔혹한 비탄의 아르투만 마석,Artuman Ruthless Anguish Demon Stone,,,,demon(devil)stone
잔혹한 공허의 아르투만 마석,Artuman Ruthless Futility Demon Stone,,,,demon(devil)stone
잠식된 격노의 브로카이스 마석Ⅰ,Brokut Encroaching Fury Demon Stone I,,,,demon(devil)stone
잠식된 격노의 브로카이스 마석Ⅱ,Brokut Encroaching Fury Demon Stone II,,,,demon(devil)stone
타락한 격노의 브로카이스 마석Ⅰ,Brokut Corrupt Fury Demon Stone,,,,demon(devil)stone
잠식된 절규의 브로카이스 마석Ⅰ,Brokut Encroaching Torment Demon Stone I,,,,demon(devil)stone
잠식된 절규의 브로카이스 마석Ⅱ,Brokut Encroaching Torment Demon Stone II,,,,demon(devil)stone
타락한 절규의 브로카이스 마석Ⅰ,Brokut Corrupt Torment Demon Stone I,,,,demon(devil)stone
잠식된 비탄의 브로카이스 마석Ⅰ,Brokut Encroaching Anguish Demon Stone I,,,,demon(devil)stone
잠식된 비탄의 브로카이스 마석Ⅱ,Brokut Encroaching Anguish Demon Stone II,,,,demon(devil)stone
타락한 비탄의 브로카이스 마석Ⅰ,Brokut Corrupt Anguish Demon Stone I,,,,demon(devil)stone
잠식된 공허의 브로카이스 마석Ⅰ,Brokut Encroaching Futility Demon Stone I,,,,demon(devil)stone
잠식된 공허의 브로카이스 마석Ⅱ,Brokut Encroaching Futility Demon Stone II,,,,demon(devil)stone
타락한 공허의 브로카이스 마석Ⅰ,Brokut Corrupt Futility Demon Stone I,,,,demon(devil)stone
잠식된 격노의 아르투만 마석Ⅰ,Artuman Encroaching Fury Demon Stone I,,,,demon(devil)stone
잠식된 격노의 아르투만 마석Ⅱ,Artuman Encroaching Fury Demon Stone II,,,,demon(devil)stone
타락한 격노의 아르투만 마석Ⅰ,Artuman Corrupt Fury Demon Stone I,,,,demon(devil)stone
잠식된 절규의 아르투만 마석Ⅰ,Artuman Encroaching Torment Demon Stone I,,,,demon(devil)stone
잠식된 절규의 아르투만 마석Ⅱ,Artuman Encroaching Torment Demon Stone II,,,,demon(devil)stone
타락한 절규의 아르투만 마석Ⅰ,Artuman Corrupt Torment Demon Stone I,,,,demon(devil)stone
잠식된 비탄의 아르투만 마석Ⅰ,Artuman Encroaching Anguish Demon Stone I,,,,demon(devil)stone
잠식된 비탄의 아르투만 마석Ⅱ,Artuman Encroaching Anguish Demon Stone II,,,,demon(devil)stone
타락한 비탄의 아르투만 마석Ⅰ,Artuman Corrupt Anguish Demon Stone I,,,,demon(devil)stone
잠식된 공허의 아르투만 마석Ⅰ,Artuman Encroaching Futility Demon Stone I,,,,demon(devil)stone
잠식된 공허의 아르투만 마석Ⅱ,Artuman Encroaching Futility Demon Stone II,,,,demon(devil)stone
타락한 공허의 아르투만 마석Ⅰ,Artuman Corrupt Futility Demon Stone I,,,,demon(devil)stone
혼탁한 격노의 브로카이스 마석Ⅰ,Brokut Depraved Fury Demon Stone I,,,,demon(devil)stone
혼탁한 격노의 브로카이스 마석Ⅱ,Brokut Depraved Fury Demon Stone II,,,,demon(devil)stone
혼탁한 절규의 브로카이스 마석Ⅰ,Brokut Depraved Torment Demon Stone I,,,,demon(devil)stone
혼탁한 절규의 브로카이스 마석Ⅱ,Brokut Depraved Torment Demon Stone II,,,,demon(devil)stone
혼탁한 비탄의 브로카이스 마석Ⅰ,Brokut Depraved Anguish Demon Stone I,,,,demon(devil)stone
혼탁한 비탄의 브로카이스 마석Ⅱ,Brokut Depraved Anguish Demon Stone II,,,,demon(devil)stone
혼탁한 공허의 브로카이스 마석Ⅰ,Brokut Depraved Futility Demon Stone I,,,,demon(devil)stone
혼탁한 공허의 브로카이스 마석Ⅱ,Brokut Depraved Futility Demon Stone II,,,,demon(devil)stone
혼탁한 격노의 아르투만 마석Ⅰ,Artuman Depraved Fury Demon Stone I,,,,demon(devil)stone
혼탁한 격노의 아르투만 마석Ⅱ,Artuman Depraved Fury Demon Stone II,,,,demon(devil)stone
혼탁한 절규의 아르투만 마석Ⅰ,Artuman Depraved Torment Demon Stone I,,,,demon(devil)stone
혼탁한 절규의 아르투만 마석Ⅱ,Artuman Depraved Torment Demon Stone II,,,,demon(devil)stone
혼탁한 비탄의 아르투만 마석Ⅰ,Artuman Depraved Anguish Demon Stone I,,,,demon(devil)stone
혼탁한 비탄의 아르투만 마석Ⅱ,Artuman Depraved Anguish Demon Stone II,,,,demon(devil)stone
혼탁한 공허의 아르투만 마석Ⅰ,Artuman Depraved Futility Demon Stone I,,,,demon(devil)stone
혼탁한 공허의 아르투만 마석Ⅱ,Artuman Depraved Futility Demon Stone II,,,,demon(devil)stone
타락한 격노의 바쿤 마석Ⅱ,Baktar Corrupt Fury Demon Stone II,,,,demon(devil)stone
타락한 절규의 바쿤 마석Ⅱ,Baktar Corrupt Torment Demon Stone II,,,,demon(devil)stone
타락한 비탄의 바쿤 마석Ⅱ,Baktar Corrupt Anguish Demon Stone II,,,,demon(devil)stone
타락한 공허의 바쿤 마석Ⅱ,Baktar Corrupt Futility Demon Stone II,,,,demon(devil)stone
타락한 격노의 디눅스 마석Ⅱ,Dinuks Corrupt Fury Demon Stone II,,,,demon(devil)stone
타락한 절규의 디눅스 마석Ⅱ,Dinuks Corrupt Torment Demon Stone II,,,,demon(devil)stone
타락한 비탄의 디눅스 마석Ⅱ,Dinuks Corrupt Anguish Demon Stone II,,,,demon(devil)stone
타락한 공허의 디눅스 마석Ⅱ,Dinuks Corrupt Futility Demon Stone II,,,,demon(devil)stone
타락한 격노의 루스칼 마석Ⅱ,Ruskal Corrupt Fury Demon Stone II,,,,demon(devil)stone
타락한 절규의 루스칼 마석Ⅱ,Ruskal Corrupt Torment Demon Stone II,,,,demon(devil)stone
타락한 비탄의 루스칼 마석Ⅱ,Ruskal Corrupt Anguish Demon Stone II,,,,demon(devil)stone
타락한 공허의 루스칼 마석Ⅱ,Ruskal Corrupt Futility Demon Stone II,,,,demon(devil)stone
타락한 격노의 브로카이스 마석Ⅱ,Brokut Corrupt Fury Demon Stone II,,,,demon(devil)stone
타락한 절규의 브로카이스 마석Ⅱ,Brokut Corrupt Torment Demon Stone II,,,,demon(devil)stone
타락한 비탄의 브로카이스 마석Ⅱ,Brokut Corrupt Anguish Demon Stone II,,,,demon(devil)stone
타락한 공허의 브로카이스 마석Ⅱ,Brokut Corrupt Futility Demon Stone II,,,,demon(devil)stone
타락한 격노의 아르투만 마석Ⅱ,Artuman Corrupt Fury Demon Stone II,,,,demon(devil)stone
타락한 절규의 아르투만 마석Ⅱ,Artuman Corrupt Torment Demon Stone II,,,,demon(devil)stone
타락한 비탄의 아르투만 마석Ⅱ,Artuman Corrupt Anguish Demon Stone II,,,,demon(devil)stone
타락한 공허의 아르투만 마석Ⅱ,Artuman Corrupt Futility Demon Stone II,,,,demon(devil)stone
잠식된 격노의 파르비네아 마석Ⅰ,Falvinia Encroaching Fury Demon Stone I,,,,demon(devil)stone
잠식된 격노의 파르비네아 마석Ⅱ,Falvinia Encroaching Fury Demon Stone II,,,,demon(devil)stone
잠식된 절규의 파르비네아 마석Ⅰ,Falvinia Encroaching Torment Demon Stone I,,,,demon(devil)stone
잠식된 절규의 파르비네아 마석Ⅱ,Falvinia Encroaching Torment Demon Stone II,,,,demon(devil)stone
잠식된 비탄의 파르비네아 마석Ⅰ,Falvinia Encroaching Anguish Demon Stone I,,,,demon(devil)stone
잠식된 비탄의 파르비네아 마석Ⅱ,Falvinia Encroaching Anguish Demon Stone II,,,,demon(devil)stone
잠식된 공허의 파르비네아 마석Ⅰ,Falvinia Encroaching Futility Demon Stone I,,,,demon(devil)stone
잠식된 공허의 파르비네아 마석Ⅱ,Falvinia Encroaching Futility Demon Stone II,,,,demon(devil)stone
혼탁한 격노의 파르비네아 마석Ⅰ,Falvinia Depraved Fury Demon Stone I,,,,demon(devil)stone
혼탁한 격노의 파르비네아 마석Ⅱ,Falvinia Depraved Fury Demon Stone II,,,,demon(devil)stone
혼탁한 절규의 파르비네아 마석Ⅰ,Falvinia Depraved Torment Demon Stone I,,,,demon(devil)stone
혼탁한 절규의 파르비네아 마석Ⅱ,Falvinia Depraved Torment Demon Stone II,,,,demon(devil)stone
혼탁한 비탄의 파르비네아 마석Ⅰ,Falvinia Depraved Anguish Demon Stone I,,,,demon(devil)stone
혼탁한 비탄의 파르비네아 마석Ⅱ,Falvinia Depraved Anguish Demon Stone II,,,,demon(devil)stone
혼탁한 공허의 파르비네아 마석Ⅰ,Falvinia Depraved Futility Demon Stone I,,,,demon(devil)stone
혼탁한 공허의 파르비네아 마석Ⅱ,Falvinia Depraved Futility Demon Stone II,,,,demon(devil)stone
타락한 격노의 파르비네아 마석Ⅰ,Falvinia Corrupt Fury Demon Stone I,,,,demon(devil)stone
타락한 격노의 파르비네아 마석Ⅱ,Falvinia Corrupt Fury Demon Stone II,,,,demon(devil)stone
타락한 절규의 파르비네아 마석Ⅰ,Falvinia Corrupt Torment Demon Stone I,,,,demon(devil)stone
타락한 절규의 파르비네아 마석Ⅱ,Falvinia Corrupt Torment Demon Stone II,,,,demon(devil)stone
타락한 비탄의 파르비네아 마석Ⅰ,Falvinia Corrupt Anguish Demon Stone I,,,,demon(devil)stone
타락한 비탄의 파르비네아 마석Ⅱ,Falvinia Corrupt Anguish Demon Stone II,,,,demon(devil)stone
타락한 공허의 파르비네아 마석Ⅰ,Falvinia Corrupt Futility Demon Stone I,,,,demon(devil)stone
타락한 공허의 파르비네아 마석Ⅱ,Falvinia Corrupt Futility Demon Stone II,,,,demon(devil)stone
잔혹한 격노의 파르비네아 마석,Falvinia Ruthless Fury Demon Stone,,,,demon(devil)stone
잔혹한 절규의 파르비네아 마석,Falvinia Ruthless Torment Demon Stone,,,,demon(devil)stone
잔혹한 비탄의 파르비네아 마석,Falvinia Ruthless Anguish Demon Stone,,,,demon(devil)stone
잔혹한 공허의 파르비네아 마석,Falvinia Ruthless Futility Demon Stone,,,,demon(devil)stone
잠식된 격노의 허상 파르비네아 마석Ⅰ,Illusory Falvinia Encroaching Fury Demon Stone I,,,,demon(devil)stone
잠식된 격노의 허상 파르비네아 마석Ⅱ,Illusory Falvinia Encroaching Fury Demon Stone II,,,,demon(devil)stone
잠식된 절규의 허상 파르비네아 마석Ⅰ,Illusory Falvinia Encroaching Torment Demon Stone I,,,,demon(devil)stone
잠식된 절규의 허상 파르비네아 마석Ⅱ,Illusory Falvinia Encroaching Torment Demon Stone II,,,,demon(devil)stone
잠식된 비탄의 허상 파르비네아 마석Ⅰ,Illusory Falvinia Encroaching Anguish Demon Stone I,,,,demon(devil)stone
잠식된 비탄의 허상 파르비네아 마석Ⅱ,Illusory Falvinia Encroaching Anguish Demon Stone II,,,,demon(devil)stone
